CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02002722516000562000000000U5,6941207,TACOS DORADOS EL REY,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALZADA,LAGUNA XOCHIMILCO,,,VILLAS DEL REY,21380,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.48307375,32.60481872,,,
02004722514007571000000000U0,8766141,TACOS EL ALCON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SANCHEZ TABOADA,9235,,SANCHES TABOIADA,22180,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.96644514,32.46012841,,,
02004722514000681000000000U4,128269,TACOS EL ALTEÑO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ELVITA,,,TERRAZAS DEL RUBI,22190,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03104738,32.48511745,,,
02004722514004281001000000U9,124163,TACOS EL AMIGASO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,1195,,JOSE SAN DOVAL,21050,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97513346,32.50411263,,,
02003722219001322000000000U2,60144,TACOS EL AMIGO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,60,,FRACC ROMERO,21410,"TECATE, Tecate, BAJA CALIFORNIA",6655215166,,,Fijo,-116.63476554,32.57148032,,,
02003722219001393001000000U3,61180,TACOS EL AMIGO 3,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,NUEVO LEON,40,,EL PEDREGAL,21460,"TECATE, Tecate, BAJA CALIFORNIA",6651040694,,,Fijo,-116.63156271,32.56597848,,,
02004722514006091000000000U0,7633532,TACOS EL BALAN,TACOS EL BALAN ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SEXTA Y VIENTOS ALISOS,498,0,LA MESA,22480,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.96847851,32.50357152,,,
02002722514003421000000000U6,83956,TACOS EL BETO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOAQUIN FERNANDEZ DE LIZARDI,1301,,INDEPENDENCIA,21290,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.42320282,32.63683187,,,
02004466410013211000000000U0,122280,TACOS EL BOTHER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,E. CHOPO,5358,,CIUDAD JARDIN,22610,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.06309349,32.50892487,,,
02001722514002341010000000U9,71680,TACOS EL BUCANERO,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,1621,1,OBRERA,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.61396185,31.85841514,,,
02004722514006521000000000U6,8093793,TACOS EL BUEN GUSTO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,TECNOLOGICO,210,,TOMAS AQUINO,22414,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.99037224,32.52845595,,,
02002722514000671000000000U9,78609,TACOS EL CAMARADA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VEINTIUNAVA,413,0,SISMO 80,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.09862273,32.29425383,,,
02002722514001191000000000U7,84430,TACOS EL CAMARADA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,URBANO VASQUEZ (CUARTA),0,0,GONZALEZ ORTEGA,21398,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861478737,,,Fijo,-115.39470024,32.61231980,,,
02002722514008801000000000U4,8361789,TACOS EL CANGUIN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MAR DE CRETA,,,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",6861235700,,,Fijo,-114.84617321,31.02728151,,,
02003722514000731000000000U9,8362130,TACOS EL CARNITAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FRANCISCO VILLA,,,AMPLIACION DESCANSO,21470,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.60387278,32.56134903,,,
02002722514008001000000000U1,6915464,TACOS EL CHANO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LUIS ECHEVERRIA ALVAREZ (SAN LUIS GONZAGA),2239,0,GRANJA LOS VIRREYES,21190,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865898872,,,Fijo,-115.51889547,32.62106700,,,
02001722212001611000000000U9,150760,TACOS EL CHAPANECO,TACOS EL CHAPANECO ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,285,0,RODOLFO SANCHEZ TABOADA MANEADERO,22790,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57832323,31.72911256,,,
02004722514006451000000000U6,8728129,TACOS EL CHAPARRITO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BOULEVARD EL REFUGIO,21320,,EL FLORIDO 1RA SECCION,22237,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643312192,,,Fijo,-116.88017473,32.46186236,,,
02001722514002421000000000U9,6423585,TACOS EL CHAVO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOSE MANUEL CULLINFORD Y/O RANCHO SANTA FE,,,SAN VIECNTE BC,22900,"SAN VICENTE, Ensenada, BAJA CALIFORNIA",,,,Semifijo,-116.24615503,31.32517945,,,
02002722212000341000000000U0,148448,TACOS EL CHELIS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SEXTA,,,ESTACION COAHUILA KM 57,21800,"CIUDAD COAHUILA (KILÓMETRO CINCUENTA Y SIETE), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.99951002,32.19085266,,,
02001722514000581001000000U2,93991,TACOS EL CHENTE,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,,,ZONA PLAYITAS,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461975648,RUPU820125@GMAIIL.COM,,Fijo,-116.62354783,31.86031518,,,
02001722514002801000000000U2,6909329,TACOS EL CHENTE,TACOS EL CHENTE ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,JOSE MARIA MORELOS Y PAVON,220,0,POBLADO CHAPULTEPEC,22785,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.60297327,31.78263075,,,
02001722514002791000000000U5,6909315,TACOS EL CHENTE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,LAGO VICTORIA,,,VALLE DORADO,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461975648,,,Fijo,-116.59139459,31.82827799,,,
02004722514003621001000000U7,121588,TACOS EL CHIAPAS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,CARRILLO PUERTO (TERCERA),7916,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.04136431,32.53376312,,,
02004722514003791000000000U8,144401,TACOS EL CHIDO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CAMINO VIEJO A TECATE,,,NIÑOS HERUES,22123,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.93207686,32.47081642,,,
02002722212006601000000000U1,68544,TACOS EL CHIEF,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,BENITO JUAREZ,3175,0,EX-EJIDO COAHUILA,21360,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861248423,TACOSELCHIEF@GMAIL.COM,,Semifijo,-115.44283396,32.62263665,,,
02002722212002121000000000U4,92477,TACOS EL CHINO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,ANAHUAC,,,QUINTAS DEL REY,21355,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.47279373,32.58550001,,,
02004722212006261001000000U0,149353,TACOS EL CHINO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,TECNOLOGICO,810,,TOMAS AQUINO,22414,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643616051,CAMC08031992@GMAIL.COM,,Fijo,-116.98056024,32.52930658,,,
02004722514007312000000000S9,8402842,TACOS EL CHINO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,1981,3,FINSA 2A,22435,"TIJUANA, Tijuana, BAJA CALIFORNIA",6649036341,GUSFIOM@HOTMAIL.COM,,Fijo,-116.95722122,32.52975489,CENTRO Y PLAZA COMERCIAL,CIMARRON OTAY,3
02004722514002831001000000U3,128601,TACOS EL CHINO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,LA PAZ,8853,18,CALINAS DE CALIFORNIA,22647,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643759718,ELCHINO.PLAZACALIFORIA@GMAIL.COM,,Fijo,-117.00493844,32.46783577,CENTRO Y PLAZA COMERCIAL,PLAZA CALIFORNIA,18
02004722514006871000000000U5,7345092,TACOS EL CHINO BIRRIA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GRANADOS,,,JARDIN DORADO,21144,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.89094908,32.52360364,,,
02004722514008471000000000U2,6959090,TACOS EL CHORE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CACHANILLA,1781,,HERRERA,22534,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.06643668,32.52418524,,,
02002722514004871000000000U1,6930104,TACOS EL CHORE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PASEO DE SAN MARCOS,0,0,SAN MARCOS,21050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.49484766,32.63470927,,,
02002722212003281000000000U5,70673,TACOS EL CHUY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,INDEPENDENCIA,,,INSURGENTES ESTE,21270,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862284725,,,Semifijo,-115.44672626,32.63778011,,,
02004722219009551000000000U6,150485,TACOS EL CHUY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,INGENIERO JUAN OJEDA ROBLES Y/O DE LA PAZ,1114,,MISIONES DEL PEDREGAL,22426,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642697092,,,Fijo,-116.96524635,32.51706142,,,
02002722514002881000000000U2,62742,TACOS EL CLAVO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,UNIVERSIDAD,2498,,UNIVERSITARIO,21180,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861869718,,,Fijo,-115.51377848,32.62845858,,,
02002722212002641000000000U1,53700,TACOS EL CLAVO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,YUGOSLAVIA,2844,,AMPL NACIONALISTA,21165,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861484899,,,Fijo,-115.52279626,32.63069151,,,
02002722514004981000000000U8,6930278,TACOS EL COMANCHE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ZACATECAS,286,,FRACC LOS MILAGROS,21138,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.57062217,32.62296548,,,
02002722514007391000000000U7,8370517,TACOS EL COMCECO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,VICENTE GUERRERO,,,GUADALUPE VICTORIA,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",6865861073,,,Fijo,-115.10432637,32.28765524,,,
02002722514005941000000000U1,8319990,TACOS EL COMPADRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SIERRA DORADA,2621,0,FRACC SOLIDARIDAD 2,21190,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.51698283,32.61840136,,,
02003722514000551000000000U1,7048411,TACOS EL COMPITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,0,0,MORELOS,21460,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.62379109,32.55864311,,,
02003722212000521000000000U5,102179,TACOS EL CORA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLEJON,FRANCISCO I. MADERO,191,0,TECATE CENTRO,21400,"TECATE, Tecate, BAJA CALIFORNIA",6651221715,TACOSELCORA@HOTMAIL.COM,,Fijo,-116.62844417,32.57555927,,,
02002722514006211000000000U8,8280218,TACOS EL COTORREO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO MOCORITO,801,,COMPUERTAS,21218,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43569083,32.66482631,,,
02002722514007571000000000U4,6914589,TACOS EL CUATE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PROLONGACION,RIO PRESIDIO,1298,0,ROMA,21250,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862024834,,,Fijo,-115.42415209,32.65068656,,,
02004722514009801000000000U9,9253073,TACOS EL CUCUY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,3950,,18 DE MARZO,22120,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.93898895,32.48348736,,,
02004722212003721000000000U6,133672,TACOS EL CUERVO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PASEO DE LA MONTANA,1484,,LOS LAURELES,22250,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646306158,,,Fijo,-117.09224234,32.52600942,,,
02003722514000251000000000U8,53888,TACOS EL CUÑAD0,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,UNIVERSIDAD,,,EUSTOLIO GUAJARDO,21470,"TECATE, Tecate, BAJA CALIFORNIA",6658458228,,,Fijo,-116.62541546,32.56408815,,,
02004722514008081000000000U9,7138163,TACOS EL CUÑADO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LAUREL,9944,2,EL FLORIDO 1RA SECCION,22237,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.88121807,32.46396301,,,
02002722514005701000000000U9,7048622,TACOS EL DANI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CONSTITUCION,0,0,TORREON,21920,"POBLADO PAREDONES, Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.93137106,32.60547539,,,
02004722514007382000000000U2,8850107,TACOS EL DORADO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,AVENIDA DE LA NIEVE,,,PLAYAS DE TIJUANA SECC MONUMENTAL,22504,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.12178227,32.53098946,,,
02002722515002611010000000U0,90972,TACOS EL DORADO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,YUGOSLAVIA,,,CCI EJIDATARIOS,21160,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.52280954,32.63998373,,,
02004722514008101000000000U5,7138248,TACOS EL DORADO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,EL DORADO,,,FRACC EL DORADO,22235,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.85751731,32.49299166,,,
02004722514006662000000000U8,8112835,TACOS EL ERICK,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,FERROCARRIL,3,,18 DE MARZO,22116,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643070864,,,Fijo,-116.93843023,32.48414009,,,
02002722514007831000000000U2,6915127,TACOS EL FARO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,I,,1698,INDUSTRIAL,21010,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.46138126,32.65550980,,,
02001722219006312001000000U2,72940,TACOS EL FERROCARRIL,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,RIO SECO,179,0,MISION,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461493009,,,Fijo,-116.61442936,31.87104258,,,
02001722514003551000000000U2,8301639,TACOS EL FIERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TERCERA,1118,,HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.58760829,31.86270427,,,
02004722219015882000000000U7,138968,TACOS EL FLACO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,48,48,JARDINES DE LA MESA,22126,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643817459,,,Semifijo,-116.92933237,32.46408364,,,
02004722219017762001000000U9,133990,TACOS EL FLORIDO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,WAHOO,9802,0,FLORIDO SEGUNDA SECCION,22237,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641240572,,,Fijo,-116.87379310,32.46735437,,,
02002722514006621000000000U8,8112925,TACOS EL FOFO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CASTELLON,,,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.45142591,32.61458035,,,
02005722514001051000000000U6,8677873,TACOS EL FOGON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ROSARITO,0,0,PLAN LIBERTADOR,22706,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.04802028,32.40718699,,,
02004722219019033001000000U3,73388,TACOS EL FRANCES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO A PLAYAS DE TIJUANA,2353,,COSTA HERMOSA,22506,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646301382,,,Fijo,-117.12010620,32.51318967,,,
02002722514006421000000000U3,8728289,TACOS EL GABY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO DANUBIO Y/O RIO BRAVO,0,2298,GRANJA LOS VIRREYES,21190,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.51932322,32.61974429,,,
02004722219016782001000000U8,143943,TACOS EL GALLITO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALZADA,LAZARO CARDENAS,2,0,OTAY CONSTITUYENTES,22457,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643685322,,,Fijo,-116.94833299,32.52927788,,,
02004722514006542000000000S2,8093854,TACOS EL GALLO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,JOAQUIN TERRAZAS,5966,,FRANCISCO VILLA,22615,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.05792929,32.51390741,,,
02004722219017442001000000U8,75934,TACOS EL GALLO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO ENSENADA,,,PLAYAS DE TIJUANA,22506,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646489417,,,Fijo,-117.11619009,32.51989173,,,
02004722514008601000000000U4,6959978,TACOS EL GERENTE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CALLE EL ROSARITO,0,0,LA JOYA,22710,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-117.01415665,32.44215848,,,
02004722514004921000000000U0,128496,TACOS EL GIL,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO HONDO,,,AGUAJE DE LA TUNA 1RA SECCION,22640,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-117.01183231,32.47775620,,,
02001722514004101000000000U5,9067822,TACOS EL GORDITO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,,,RODOLFO SANCHES,22790,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",6461170102,,,Fijo,-116.57135987,31.71546382,,,
02002722514006402000000000U3,8728189,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,PROLONGACION,RIO PRESIDIO,,,LAZARO CARDENAS,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.42299181,32.62179945,,,
02004722110002353001000000U5,146715,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,BOULEVARD DE LOS INSURGENTES,6302,,GUAYCURA,22216,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646257909,,,Fijo,-116.92900988,32.49217600,,,
02002722512002201000000000U7,9102659,TACOS EL GORDO,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,AVENIDA,BOLIVIA,0,0,ESTACION COAHUILA KM 57,21804,"CIUDAD COAHUILA (KILÓMETRO CINCUENTA Y SIETE), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.99955124,32.19776242,,,
02004722110001813000000000U9,58891,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,9 (IGNACIO ZARAGOZA),8169,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03693690,32.52672826,,,
02004722219018933001000000U5,152052,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,JOSE CERDA,16,,RUIZ CORTINEZ,22350,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646868617,,,Fijo,-117.00674432,32.52773477,,,
02004722219009171000000000U3,145836,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,336,,18 DE MARZO,22127,"TIJUANA, Tijuana, BAJA CALIFORNIA",6649061183,,,Fijo,-116.93938228,32.48369502,,,
02004722219018993001000000U9,152357,TACOS EL GORDO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,FRANCISCO JAVIER MINA,1695,,ZONA URBANA RIO TIJUANA,22320,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646868612,,,Fijo,-117.02650258,32.52821067,,,
02003722514000791000000000U3,8485568,TACOS EL GORDO CHON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ZACATECAS,353,,EL PEDREGAL,21460,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.62857401,32.56423960,,,
02002722514003921000000000U5,85972,TACOS EL GORILON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,URBANO VASQUEZ (CUARTA),,,GONZALEZ ORTEGA,21397,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862261171,,,Semifijo,-115.39548667,32.59050010,,,
02003722219001202001000000U6,60122,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,BENITO JUAREZ,285,0,ESPINOZA,21410,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.64198069,32.57169339,,,
02002722219010182001000000U1,139239,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,INDEPENDENCIA,,,INDEPENDENCIA,21290,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861147420,,,Fijo,-115.43348093,32.63909441,,,
02004722219017162001000000U2,147119,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,BOULEVARD DE LOS INSURGENTES,4,4,PORVENIR,22591,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646258020,,,Fijo,-116.91702993,32.46891070,,,
02004722514007031000000000U5,7345891,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,TECNOLOGICO,817,,OTAY UNIVERSIDAD,22427,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641194142,,,Semifijo,-116.97525078,32.52949728,,,
02004722513005561000000000U5,8515788,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SIMON BOLIVAR,5815,,SIMON BOLIVAR,22635,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01978982,32.48383450,,,
02004722219004481000000000U1,152093,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,DEFENSORES DE BAJA CALIFORNIA,314,0,POSTAL,22368,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.00051001,32.52551012,,,
02004722514005081001000000U2,138977,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,,,MEXICO LINDO,22125,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642228110,,,Fijo,-116.93233655,32.46858180,,,
02004722212006971000000000U4,155363,TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MISION SANTO TOMAS,15403,,EL TECOLOTE SECC II,22675,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642014683,,,Fijo,-116.98792311,32.44709549,,,
02004722514007531000000000U4,8195993,TACOS EL HERRADERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,785,0,LA MESA,22140,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.96767179,32.49978973,"TIANGUIS, BAZAR O PULGA",TACOS DE BIRRIA,35 B
02005722514000161000000000U4,142693,TACOS EL INDIO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,ALFREDO BONFIL,3702,,MAZATLAN,22710,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.04729812,32.34627914,,,
02004722219002541000000000U4,153801,TACOS EL KIKE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PANAMERICANA,9903,,PANAMERICANO,22647,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01321450,32.46727528,,,
